reactionid,equation,flux
R1693,R1693: 5dpmev_c + atp_c --> adp_c + co2_c + ipdp_c + pi_c,0.05989847049036838
R1694,R1694: ipdp_c --> dmpp_c,0.019966156830122792
R1710,R1710: h2o_c + mnl1p_c --> mnl_c + pi_c,0.014298234093612805
R1818,R1818: 34hpp_c + glu__L_c --> akg_c + tyr__L_c,0.0067067565109760665
R1822,R1822: ACLAC_m + h_m + nadph_m --> 23dhmb_m + nadp_m,0.1749179176841375
R1823_num1,R1823_num1: 3c3hmp_m --> 2ippm_m + h2o_m,0.11381508496073428
R1824_num1,R1824_num1: 2ippm_m + h2o_m --> 3c2hmp_m,0.11381508496073427
R1825,R1825: 3c2hmp_m + nad_m --> 3c4mop_m + h_m + nadh_m,0.11381508496073427
R1830_num1,R1830_num1: h_m + 2.0 pyr_m --> ACLAC_m + co2_m,0.1749179176841375
R1831_num1,R1831_num1: 2obut_m + h_m + pyr_m --> 2ahbut_m + co2_m,0.05739271210031009
R1836,R1836: 3mob_m + accoa_m + h2o_m --> 3c3hmp_m + coa_m + h_m,0.11381508496073428
R1864,R1864: 4mop_c + glu__L_c --> akg_c + leu__L_c,0.11381508496073427
R1865_num1,R1865_num1: 3mop_m + glu__L_m --> akg_m + ile__L_m,0.05739271210031009
R1868_num1,R1868_num1: 3mob_m + glu__L_m --> akg_m + val__L_m,0.06110283272340324
R1869,R1869: udpg_c --> PSNIG_c + udp_c,0.02230353282267148
R1870,R1870: udpg_c --> NIG_c + udp_c,0.016809700361552785
R1871,R1871: DMIPC_c + udpgal_c --> GDMIPC_c + h_c + udp_c,2.8214040369152938e-05
R1872,R1872: GDMIPC_c + udpgal_c --> DGDMIPC_c + h_c + udp_c,2.8214040369152938e-05
R1873,R1873: DGDMIPC_c + udpgal_c --> TGDMIPC_c + h_c + udp_c,2.8214040369152934e-05
R1960,R1960: 0.181 udpacgal_c + 0.065 udpg_c + 0.754 udpgal_c --> GAG_c + udp_c,0.002845947911806525
R1961,R1961: 0.435 gdpmann_c + 0.1 udpg_c + 0.332 udpgal_c + 0.133 udpgalfur_c --> GGM_c + 0.435 gdp_c + 0.565 udp_c,0.025214550542329173
R1962,R1962: 0.5 o2_m + qh2_m --> h2o_m + q_m,2.600860903655937
R1967,R1967: IPC_c + gdpmann_c --> MIPC_c + gdp_c,2.8214040369152944e-05
R1968,R1968: h_c + nadph_c + o2_c + sql_c --> Ssq23epx_c + h2o_c + nadp_c,0.009983078415061398
R1970,R1970: CDOL_c + h_c + nadph_c --> 4mzym_c + nadp_c,0.009983078415061396
R1971,R1971: 4mzym_c + o2_c --> co2_c + 2.0 h_c + zymst_c,0.009983078415061396
R1974,R1974: 0.0097602 amp_c + 0.13641 atp_c + 0.016694 cmp_c + 0.01794 gmp_c + 0.080349 h2o_c + 0.011701 ump_c --> RNA_c + 0.13641 adp_c + 0.13641 pi_c,0.285393894084088
R1975_num1,R1975_num1: atp_c + h2o_c --> adp_c + h_c + pi_c,2.8
R2042,R2042: datp_c + h2o_c --> damp_c + h_c + ppi_c,0.005336865819372446
R2157,R2157: 4.0 He_m + h_m + nadh_m + q_m --> 4.0 He_i + nad_m + qh2_m,2.6062311384831025
R2158,R2158: 4.0 He_m + 2.0 ficytC_m + qh2_m --> 2.0 FERO_m + 4.0 He_i + 2.0 h_m + q_m,0.005370234827165278
R2159,R2159: 2.0 FERO_m + 4.0 He_m + 2.0 h_m + 0.5 o2_m --> 4.0 He_i + 2.0 ficytC_m + h2o_m,0.005370234827165278
R2160,R2160: 4.5454 He_i + adp_m + h_m + pi_m --> 4.5454 He_m + atp_m + h2o_m,2.3029626507127494
R2165,R2165: adp_c + atp_m --> adp_m + atp_c,1.4757551672974414
R2166,R2166: 0.25 CLCDPDG_c + 0.25 PCCDPDG_c + 0.25 PECDPDG_c + 0.25 PSCDPDG_c --> CDPDG_c,0.0003977991332080468
R2203,R2203: o2_e --> o2_c,1.8518716774096033
R2237_num1,R2237_num1: h_e + pi_e --> h_c + pi_c,0.051800207554244845
R2238,R2238: nh4_e --> nh4_c,2.134596236816922
R2241,R2241: so4_e --> so4_c,0.004138211464219277
R2256,R2256: arab__D_e --> arab__D_c,0.008781570120967386
R2299,R2299: h_e --> h_c,15.308537842624506
R2308,R2308: pyr_c --> pyr_m,2.113237387103906
R2316,R2316: fum_c --> fum_m,0.1062137327493607
R2321,R2321: ile__L_m --> ile__L_c,0.05739271210031009
R2322,R2322: h_c + orn_m --> h_m + orn__L_c,0.06629700159573364
R2325,R2325: glu__L_c + h_c --> glu__L_m + h_m,0.5904228880811611
R2326,R2326: akg_m + mal__L_c --> akg_c + mal__L_m,0.8428823267879458
R2329,R2329: o2_c --> o2_m,1.3031155692415513
R2331,R2331: nh4_c --> nh4_m,0.038850899116781704
R2334,R2334: coa_c --> coa_m,0.00013818772351544364
R2387,R2387: dcdp_c --> dcdp_m,0.005656506980746626
R2391,R2391: h2o_e --> ,1.907633150266276
R2392,R2392: co2_e --> ,20.29422001055173
R2422,R2422: etoh_e --> ,18.082954598272373
R2438,R2438: succ_e --> ,0.17687800294870765
Biomass,Biomass: BIOMASS_c --> ,0.285393894084088
R2531,R2531: 0.25 CERB1A_c + 0.25 CERB1B_c + 0.25 CERB1C_c + 0.25 CERB1D_c --> CERB1_c,8.521861677350865e-05
R2532,R2532: 0.25 CERB2A_c + 0.25 CERB2B_c + 0.25 CERB2C_c + 0.25 CERB2D_c --> CERB2_c,0.00011582996585296794
R2533,R2533: 0.5 GALCERA_c + 0.5 GALCERB_c --> GALCER_c,6.321474753962549e-05
R2534,R2534: 0.4157 TRNAALA_c + 0.2708 TRNAARG_c + 0.2144 TRNAASN_c + 0.2144 TRNAASP_c + 0.0053 TRNACYS_c + 0.4423 TRNAGLN_c + 0.4423 TRNAGLU_c + 0.3187 TRNAGLY_c + 0.0736 TRNAHIS_c + 0.2011 TRNAILE_c + 0.3988 TRNALEU_c + 0.3237 TRNALYS_c + 0.0092 TRNAMET_c + 0.1732 TRNAPHE_c + 0.2323 TRNAPRO_c + 0.271 TRNASER_c + 0.2631 TRNATHR_c + 0.0647 TRNATRP_c + 0.0235 TRNATYR_c + 0.2141 TRNAVAL_c --> PROTEIN_c + 4.5722 TRNA_c,0.285393894084088
R2535,R2535: 0.6322 13GLUCAN_c + 0.09021 14GLUCAN_c + 0.009972 GAG_c + 0.08835 GGM_c + 0.0589 NIG_c + 0.07815 PSNIG_c + 0.3764 chtn_c --> CELLWALL_c,0.285393894084088
R2536,R2536: 0.0002986 CERB1_c + 0.000307 CERB2_c + 0.01738 CLPA_c + 0.0009668 DAGLY_c + 0.0002215 GALCER_c + 0.0002418 GLUCER1_c + 0.00249 LPE_c + 0.0008394 MAGLY_c + 0.008802 PE_c + 0.000945 PS_c + 9.886e-05 TGDMIPC_c + 0.0040406 clpnho_c_c + 0.03498 ergst_c + 0.0002424 glusideho_c_c + 0.0002932 hdca_c + 0.0003756 lnlc_c + 7.456e-05 ocdca_c + 0.0003216 ocdcea_c + 0.001295 pailho_c_c + 0.009277 pcholho_c_c + 0.00543 tagho_c_c --> LIPIDS_c,0.28539389408408794
R2537,R2537: 0.03077 abt__D_c + 0.2209 glc__D_c + 0.05327 inost_c + 0.0501 mnl_c + 0.227 tre_c --> SMALLM_c,0.285393894084088
R2538,R2538: CELLWALL_c + DNA_c + LIPIDS_c + PROTEIN_c + RNA_c + SMALLM_c + 61.0 atp_c + 61.0 h2o_c --> BIOMASS_c + 61.0 adp_c + 61.0 pi_c,0.285393894084088
R2560,R2560: 3c4mop_m + h_m --> 4mop_c + co2_m,0.11381508496073427
R2602,R2602: succ_x --> succ_c,0.15778087052607132
R2603,R2603: glx_x --> glx_c,0.15778087052607134
R2605,R2605: cellb_c + pi_c --> g1p_c + glc__D_c,5.7217729450643855
R58_reverse,R58_reverse: ru5p__D_c --> R5P_c,0.22844104033320697
R105_reverse,R105_reverse: h_c + nadh_c + oaa_c --> mal__L_c + nad_c,0.8428823267879457
R586_reverse_num1,R586_reverse_num1: ACP_c + lnlccoa_c --> C182ACP_c + coa_c,0.00011466498797731671
R753_reverse,R753_reverse: man6p_c --> man1p_c,0.011024757566651498
R894_reverse,R894_reverse: cys__L_c + h2o_c --> h2s_c + ser__L_c,0.18704018315593773
R1373_reverse,R1373_reverse: cbasp_c + h_c --> dhor__S_c + h2o_c,0.01909713242263634
R1382_reverse,R1382_reverse: atp_c + cmp_c --> adp_c + cdp_c,0.0040797228395656835
R1426_reverse,R1426_reverse: dudp_c + h_c + ump_c --> dutp_c + uri_c,0.005336865819372446
R1541_reverse,R1541_reverse: thr__L_c --> thr__L_m,0.057530899823825615
R1597_reverse,R1597_reverse: g1p_c --> g6p_c,5.394840797909438
R1698_reverse,R1698_reverse: citr__L_m --> citr__L_c,0.077284666517971
R1719_reverse_num1,R1719_reverse_num1: f6p_c --> man6p_c,0.011024757566651498
R2146_reverse,R2146_reverse: ppcoa_m --> ppcoa_c,0.0001381877235155154
R2182_reverse_num1,R2182_reverse_num1: dctp_m --> dctp_c,0.005656506980746625
R2201_reverse,R2201_reverse: co2_c --> co2_e,20.29422001055173
R2202_reverse,R2202_reverse: h2o_c --> h2o_e,1.9076331502662718
R2204_reverse,R2204_reverse: etoh_c --> etoh_e,18.082954598272373
R2272_reverse_num1,R2272_reverse_num1: h_c + succ_c --> h_e + succ_e,0.17687800294870765
R2310_reverse,R2310_reverse: cit_m + h_m --> cit_c + h_c,0.5782499244868569
R2317_reverse,R2317_reverse: icit_m --> icit_c,0.15778087052607132
R2318_reverse,R2318_reverse: cbp_m --> cbp_c,0.01909713242263634
R2323_reverse,R2323_reverse: lys__L_m --> lys__L_c,0.09238200351501927
R2328_reverse,R2328_reverse: h2o_m --> h2o_c,3.2118159854821253
R2330_reverse,R2330_reverse: co2_m --> co2_c,1.9859803653916779
R2393_reverse,R2393_reverse:  --> nh4_e,2.1345962368169222
R2396_reverse,R2396_reverse:  --> o2_e,1.8518716774096036
R2397_reverse,R2397_reverse:  --> pi_e,0.05180020755424483
R2398_reverse,R2398_reverse:  --> so4_e,0.004138211464219278
R2400_reverse,R2400_reverse:  --> h_e,15.183460047230046
R2561_reverse,R2561_reverse: co2_m + h2o_c --> h_m + hco3_m,0.09638179894060733
R2601_reverse,R2601_reverse: icit_c --> icit_x,0.15778087052607132
R43_num2,R43_num2: dhap_c --> g3p_c,10.594461111392338
R56_num3,R56_num3: 6pgc_c + nadp_c --> co2_c + nadph_c + ru5p__D_c,0.4557892596470572
R114_num2,R114_num2: accoa_m + h2o_m + oaa_m --> cit_m + coa_m + h_m,1.224453905348437
R152_num7,R152_num7: uacgam_c --> chtn_c + udp_c,0.10742226173325072
R158_num2,R158_num2: uacgam_c --> udpacgal_c,0.000515116572036981
R165_num2,R165_num2: TRNA_c + ala__L_c + atp_c --> TRNAALA_c + amp_c + ppi_c,0.11863824177075537
R166_num2,R166_num2: TRNA_c + asp__L_c + atp_c --> TRNAASP_c + amp_c + ppi_c,0.061188450891628464
R172_num2,R172_num2: TRNA_c + atp_c + pro__L_c --> TRNAPRO_c + amp_c + ppi_c,0.06629700159573364
R174_num2,R174_num2: TRNA_c + atp_c + gln__L_c --> TRNAGLN_c + amp_c + ppi_c,0.1262297193533921
R180_num2,R180_num2: TRNA_c + atp_c + thr__L_c --> TRNATHR_c + amp_c + ppi_c,0.07508713353352355
R184_num2,R184_num2: TRNA_c + atp_c + val__L_c --> TRNAVAL_c + amp_c + ppi_c,0.061102832723403236
R185_num2,R185_num2: TRNA_c + atp_c + leu__L_c --> TRNALEU_c + amp_c + ppi_c,0.11381508496073425
R186_num2,R186_num2: TRNA_c + atp_c + lys__L_c --> TRNALYS_c + amp_c + ppi_c,0.09238200351501927
R187_num3,R187_num3: TRNA_c + atp_c + met__L_c --> TRNAMET_c + amp_c + ppi_c,0.0026256238255736087
R191_num2,R191_num2: TRNA_c + atp_c + trp__L_c --> TRNATRP_c + amp_c + ppi_c,0.018464984947240488
R237_num2,R237_num2: acglu_m + atp_m --> acg5p_m + adp_m,0.14358166811370462
R239_num2,R239_num2: acg5sa_m + glu__L_m --> acorn_m + akg_m,0.14358166811370462
R243_num2,R243_num2: asp__L_c + atp_c + citr__L_c --> amp_c + argsuc_c + h_c + ppi_c,0.077284666517971
R247_num5,R247_num5: glu__L_c + oaa_c --> akg_c + asp__L_c,0.2694105232034637
R254_num2,R254_num2: atp_c + glu__L_c + nh4_c --> adp_c + gln__L_c + h_c + pi_c,1.7369404284224839
R465_num2,R465_num2: ACP_c + malcoa_c --> coa_c + malACP_c,0.2573081854653431
R466_num2,R466_num2: ACP_c + accoa_c --> acACP_c + coa_c,0.03330894924512085
R467_num4,R467_num4: acACP_c + malACP_c --> ACP_c + actACP_c + co2_c,0.03330894924512085
R468_num4,R468_num4: actACP_c + h_c + nadph_c --> C4HACP_c + nadp_c,0.03330894924512086
R469_num2,R469_num2: C4HACP_c --> C4DACP_c + h2o_c,0.03330894924512086
R470_num2,R470_num2: C4DACP_c + h_c + nadph_c --> C40ACP_c + nadp_c,0.03330894924512086
R472_num4,R472_num4: C40ACP_c + h_c + malACP_c --> ACP_c + C6OACP_c + co2_c,0.033308949245120865
R473_num4,R473_num4: C6OACP_c + h_c + nadph_c --> C6HACP_c + nadp_c,0.033308949245120865
R474_num2,R474_num2: C6HACP_c --> C6DACP_c + h2o_c,0.03330894924512086
R475_num2,R475_num2: C6DACP_c + h_c + nadph_c --> C60ACP_c + nadp_c,0.033308949245120865
R477_num4,R477_num4: C60ACP_c + h_c + malACP_c --> ACP_c + C8OACP_c + co2_c,0.033308949245120865
R478_num4,R478_num4: C8OACP_c + h_c + nadph_c --> C8HACP_c + nadp_c,0.03330894924512087
R479_num2,R479_num2: C8HACP_c --> C8DACP_c + h2o_c,0.033308949245120865
R480_num2,R480_num2: C8DACP_c + h_c + nadph_c --> C80ACP_c + nadp_c,0.033308949245120865
R482_num4,R482_num4: C80ACP_c + h_c + malACP_c --> ACP_c + C10OACP_c + co2_c,0.03330894924512087
R483_num4,R483_num4: C10OACP_c + h_c + nadph_c --> C10HACP_c + nadp_c,0.03330894924512087
R484_num2,R484_num2: C10HACP_c --> C10DACP_c + h2o_c,0.03330894924512087
R485_num2,R485_num2: C10DACP_c + h_c + nadph_c --> C100ACP_c + nadp_c,0.03330894924512087
R487_num4,R487_num4: C100ACP_c + h_c + malACP_c --> ACP_c + C12OACP_c + co2_c,0.03330894924512088
R488_num4,R488_num4: C12OACP_c + h_c + nadph_c --> C12HACP_c + nadp_c,0.03330894924512088
R489_num2,R489_num2: C12HACP_c --> C12DACP_c + h2o_c,0.03330894924512087
R490_num2,R490_num2: C12DACP_c + h_c + nadph_c --> dodecacp_c + nadp_c,0.03330894924512088
R492_num4,R492_num4: dodecacp_c + h_c + malACP_c --> ACP_c + C14OACP_c + co2_c,0.03330894924512088
R493_num4,R493_num4: C14OACP_c + h_c + nadph_c --> C14HACP_c + nadp_c,0.033308949245120886
R494_num2,R494_num2: C14HACP_c --> C14DACP_c + h2o_c,0.03330894924512088
R495_num2,R495_num2: C14DACP_c + h_c + nadph_c --> C140ACP_c + nadp_c,0.03330894924512088
R497_num4,R497_num4: C140ACP_c + h_c + malACP_c --> 3opalmACP_c + ACP_c + co2_c,0.033308949245120886
R498_num4,R498_num4: 3opalmACP_c + h_c + nadph_c --> C16HACP_c + nadp_c,0.033308949245120886
R499_num2,R499_num2: C16HACP_c --> C16DACP_c + h2o_c,0.033308949245120886
R500_num2,R500_num2: C16DACP_c + h_c + nadph_c --> C160ACP_c + nadp_c,0.033308949245120886
R502_num8,R502_num8: C160ACP_c + h_c + malACP_c --> ACP_c + C18OACP_c + co2_c,0.023178226684888448
R503_num4,R503_num4: C18OACP_c + h_c + nadph_c --> C18HACP_c + nadp_c,0.02317822668488845
R505_num3,R505_num3: C18DACP_c + h_c + nadph_c --> C180ACP_c + nadp_c,0.023178226684888448
R579_num4,R579_num4: C160ACP_c + coa_c --> ACP_c + pmtcoa_c,1.9232979916220766e-05
R604_num5,R604_num5: atp_c + coa_c + ocdca_c --> amp_c + ppi_c + stcoa_c,2.1785257511014776e-05
R605_num5,R605_num5: atp_c + coa_c + ocdcea_c --> amp_c + ocdce9coa_c + ppi_c,0.00012574141040061425
R606_num5,R606_num5: atp_c + coa_c + lnlc_c --> amp_c + lnlccoa_c + ppi_c,0.00011466498797731671
R621_num5,R621_num5: atp_c + coa_c + hdca_c --> amp_c + pmtcoa_c + ppi_c,0.00014450605893664303
R642_num3,R642_num3: 2.0 accoa_c --> aacoa_c + coa_c,0.059898470490368394
R711_num9,R711_num9: 2.0 hqn_c + o2_c --> 2.0 P_BENZOQUINONE_c + 2.0 h2o_c,0.4322382561678561
R754_num2,R754_num2: gtp_c + h_c + man1p_c --> gdpmann_c + ppi_c,0.011024757566651498
R760_num2,R760_num2: arab__D_c + h_c + nadph_c --> abt__D_c + nadp_c,0.008781570120967388
R818_num2,R818_num2: 0.3211 C160ACP_c + 0.0606 C180ACP_c + 0.3061 C181ACP_c + 0.3122 C182ACP_c + glyc3p_c --> ACP_c + PSAGL3P_c,0.0003691470132114749
R819_num2,R819_num2: 0.3211 C160ACP_c + 0.0606 C180ACP_c + 0.3061 C181ACP_c + 0.3122 C182ACP_c + PSAGL3P_c --> ACP_c + PSPA_c,0.00036914701321147484
R820_num2,R820_num2: 0.3211 C160ACP_c + 0.0606 C180ACP_c + 0.3061 C181ACP_c + 0.3122 C182ACP_c + glyc3p_c --> ACP_c + PEAGL3P_c,0.0033221176352995333
R821_num2,R821_num2: 0.3211 C160ACP_c + 0.0606 C180ACP_c + 0.3061 C181ACP_c + 0.3122 C182ACP_c + PEAGL3P_c --> ACP_c + PEPA_c,0.0033221176352995333
R822_num2,R822_num2: 0.3211 C160ACP_c + 0.0606 C180ACP_c + 0.3061 C181ACP_c + 0.3122 C182ACP_c + glyc3p_c --> ACP_c + PCAGL3P_c,0.0027470489387200966
R823_num2,R823_num2: 0.3211 C160ACP_c + 0.0606 C180ACP_c + 0.3061 C181ACP_c + 0.3122 C182ACP_c + PCAGL3P_c --> ACP_c + PCPA_c,0.0027470489387200966
R824_num2,R824_num2: 0.3211 C160ACP_c + 0.0606 C180ACP_c + 0.3061 C181ACP_c + 0.3122 C182ACP_c + glyc3p_c --> ACP_c + CLAGL3P_c,0.00736592079935579
R825_num2,R825_num2: 0.3211 C160ACP_c + 0.0606 C180ACP_c + 0.3061 C181ACP_c + 0.3122 C182ACP_c + CLAGL3P_c --> ACP_c + CLPA_c,0.0073659207993557905
R830_num2,R830_num2: 0.2291 C160ACP_c + 0.0795 C180ACP_c + 0.2979 C181ACP_c + 0.3935 C182ACP_c + glyc3p_c --> ACP_c + MAGLYP_c,0.002065167296371277
R831_num2,R831_num2: 0.2291 C160ACP_c + 0.0795 C180ACP_c + 0.2979 C181ACP_c + 0.3935 C182ACP_c + MAGLYP_c --> ACP_c + DAGLYP_c,0.001825607661677094
R832_num2,R832_num2: DAGLYP_c + h2o_c --> DAGLY_c + pi_c,0.0018256076616770935
R837_num2,R837_num2: PSPA_c + ctp_c + h_c --> PSCDPDG_c + ppi_c,0.00036914701321147484
R839_num2,R839_num2: PEPA_c + ctp_c + h_c --> PECDPDG_c + ppi_c,0.0033221176352995333
R840_num2,R840_num2: PEPS_c + h_c --> PE_c + co2_c,0.0032226678519975214
R842_num2,R842_num2: PCPA_c + ctp_c + h_c --> PCCDPDG_c + ppi_c,0.002747048938720097
R843_num2,R843_num2: PCPS_c + h_c --> PCPE_c + co2_c,0.0026475991554180847
R845_num2,R845_num2: CLPA_c + ctp_c + h_c --> CLCDPDG_c + ppi_c,0.0024057749201743433
R901_num4,R901_num4: ser__L_c + thf_c --> gly_c + h2o_c + mlthf_c,0.08469103762090274
R918_num2,R918_num2: 3ig3p_c + ser__L_c --> g3p_c + h2o_c + trp__L_c,0.018464984947240484
R921_num3,R921_num3: thr__L_m --> 2obut_m + nh4_m,0.057530899823825615
R926_num2,R926_num2: 2.0 h2o2_c --> 2.0 h2o_c + o2_c,0.0049915392075307
R945_num5,R945_num5: glu__L_c + imacp_c --> akg_c + hisp_c,0.021004990604588866
R1012_num6,R1012_num6: 2oxoadp_m + glu__L_m --> L2aadp_m + akg_m,0.09238200351501927
R1193_num3,R1193_num3: e4p_c + h2o_c + pep_c --> 2dda7p_c + pi_c,0.07460196391358057
R1204_num2,R1204_num2: chor_c + gln__L_c --> anth_c + glu__L_c + h_c + pyr_c,0.018464984947240484
R1244_num2,R1244_num2: TRNA_c + atp_c + glu__L_c --> TRNAGLU_c + amp_c + ppi_c,0.1262297193533921
R1366_num2,R1366_num2: gln__L_c + h2o_c + prpp_c --> glu__L_c + ppi_c + pram_c,0.018898840745026096
R1378_num2,R1378_num2: atp_c + udp_c --> adp_c + utp_c,2.026745381378507
R1410_num2,R1410_num2: atp_m + dcdp_m --> adp_m + dctp_m,0.005656506980746625
R1442_num3,R1442_num3: asp__L_c + cbp_c --> cbasp_c + h_c + pi_c,0.01909713242263634
R1519_num2,R1519_num2: 3dsphgn_c + h_c + nadph_c --> nadp_c + sphgn_c,0.00016373903885286378
R1522_num2,R1522_num2: C20DHSPH_c + h_c + nadph_c --> C20SPH_c + nadp_c,0.0001005242913132383
R1525_num2,R1525_num2: C191DHSPH_c + nadph_c --> C191SPH_c + h_c + nadp_c,0.0001381877235155154
R1612_num2,R1612_num2: ergtetrol_c + h_c + nadph_c --> ergst_c + nadp_c,0.009983078415061394
R1659_num2,R1659_num2: h2o_c + mi3p__D_c --> inost_c + pi_c,0.015600731871067412
R1695_num2,R1695_num2: dmpp_c + ipdp_c --> grdp_c + ppi_c,0.019966156830122796
R1696_num2,R1696_num2: grdp_c + ipdp_c --> frdp_c + ppi_c,0.019966156830122796
R1720_num9,R1720_num9: MAGLYP_c + h2o_c --> MAGLY_c + pi_c,0.00023955963469418344
R1827_num3,R1827_num3: 23dhmp_m --> 3mop_m + h2o_m,0.0573927121003101
R1835_num3,R1835_num3: 23dhmb_m --> 3mob_m + h2o_m,0.17491791768413747
R2161_num5,R2161_num5: atp_m + h2o_m + 2.88 h_m --> adp_m + 3.88 h_c + pi_m,0.20984786462851193
R2604_num2,R2604_num2: cellb_e --> cellb_c,5.721772945064386
R10_reverse_num2,R10_reverse_num2: acald_c + h_c + nadh_c --> etoh_c + nad_c,18.082954598272373
R782_reverse_num2,R782_reverse_num2: udpg_c --> udpgal_c,0.014018467596332271
R2306_reverse_num2,R2306_reverse_num2: h_c + pi_c --> h_m + pi_m,1.5005088067008243
